
line,dateIni,dateEnd,label,nameTo,nameFrom,parada,secuencia,sentido,distancia,descparada,descpostal,posX,posY
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3505,6,1,2052,Ciudad de Frías-Resina                            ,"Ciudad de Frías, 7-9                                   ",439455.9375,4465434.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3499,7,1,2313,San Ezequiel-Real de Pinto                        ,San Ezequiel frente al Nº 146                          ,439516.84375,4465226.5
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3490,8,1,2529,Laguna del Marquesado-Real de Pinto               ,"Laguna del Marquesado, 49                              ",439719.8125,4465227.5
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3486,9,1,2853,Laguna del Marquesado-San Erasmo                  ,Laguna del Marquesado S/N con C/ San Erasmo            ,440044.4375,4465233.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3482,10,1,3233,Resina-San Erasmo                                 ,Resina S/N con C/ San Erasmo                           ,440159.0,4465471.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3465,11,1,3556,Resina-San Eustaquio                              ,Resina S/N con C/ San Eustaquio                        ,440481.34375,4465476.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3617,12,1,3772,San Eustaquio-Laguna del Marquesado               ,San Eustaquio con C/ Laguna del Marquesado             ,440515.375,4465303.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3464,13,1,4081,Polígono Industrial La Resina                     ,San Eustaquio S/N con C/ Laguna Dalga                  ,440560.0625,4465066.5
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3464,1,2,0,Polígono Industrial La Resina                     ,San Eustaquio S/N con C/ Laguna Dalga                  ,440560.0625,4465066.5
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3616,2,2,249,San Eustaquio-Laguna del Marquesado               ,San Eustaquio con C/ Laguna del Marquesado             ,440551.625,4465302.5
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3481,3,2,523,Resina-San Eustaquio                              ,Resina S/N con C/ San Eustaquio                        ,440479.34375,4465500.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3484,4,2,883,Resina-San Erasmo                                 ,Resina S/N con C/ San Erasmo                           ,440119.0,4465495.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3488,5,2,1241,Laguna del Marquesado-San Erasmo                  ,Laguna del Marquesado S/N con C/ San Erasmo            ,440042.5,4465254.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3494,6,2,1548,Laguna del Marquesado-Real de Pinto               ,Laguna del Marquesado frente al Nº 49                  ,439735.5,4465248.5
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3501,7,2,1789,San Ezequiel-Real de Pinto                        ,"San Ezequiel,146                                       ",439518.34375,4465239.5
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,51261,8,2,2257,Valle de Tobalina-Montejo                         ,"Valle de Tobalina, 24                                  ",439354.5625,4465518.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3553,9,2,2464,Valle de Tobalina-Bascuñuelos                     ,Valle de Tobalina S/N con C/ Bascuñuelos               ,439359.3125,4465725.5
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3558,10,2,2723,Valle de Tobalina-Acebeda                         ,Valle de Tobalina S/N entrada de aparcamiento del Nº 46,439364.5625,4465984.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3574,11,2,3056,Domingo Párraga-Ferroviarios                      ,Domingo Párraga frente a Pº Ferroviarios               ,439121.0,4466050.0
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3559,12,2,3463,Domingo Párraga-Astillero                         ,Domingo Párraga S/N frente C/ Santa Joaquina de Vedruna,439396.1875,4466175.5
456,2026-06-30,2999-12-31 23:59:59,T41,VILLAVERDE ALTO,POLIGONO INDUSTRIAL LA RESINA,3899,13,2,3700,Villaverde Alto                                   ,Domingo Párraga frente a Pº Alberto Palacios           ,439606.6875,4466132.5
481,2025-09-29,2999-12-31 23:59:59,H1,SIERRA DE GUADALUPE,HOSPITAL INFANTA LEONOR,51212,1,1,0,Sierra Guadalupe                                  ,Av. Democracia S/N (antes interc. C/ S. Guadalupe)     ,447046.40625,4470597.5
481,2025-09-29,2999-12-31 23:59:59,H1,SIERRA DE GUADALUPE,HOSPITAL INFANTA LEONOR,4693,2,1,210,Sierra Guadalupe                                  ,"Jesús del Pino, 32                                     ",447123.0,4470536.0
481,2025-09-29,2999-12-31 23:59:59,H1,SIERRA DE GUADALUPE,HOSPITAL INFANTA LEONOR,51184,3,1,315,Sierra de Guadalupe                               ,"Av. de la Democracia, 2                                ",447072.09375,4470622.5
481,2025-09-29,2999-12-31 23:59:59,H1,SIERRA DE GUADALUPE,HOSPITAL INFANTA LEONOR,4105,4,1,1686,Hospital Infanta Leonor-Urgencias                 ,Hospital Infanta Leonor (frente Urgencias)             ,447798.28125,4471103.5
481,2025-09-29,2999-12-31 23:59:59,H1,SIERRA DE GUADALUPE,HOSPITAL INFANTA LEONOR,4061,5,1,1770,Hospital Infanta Leonor-Acceso Principal          ,Hospital Infanta Leonor frente acceso Principal        ,447719.0,4471132.0
481,2025-09-29,2999-12-31 23:59:59,H1,SIERRA DE GUADALUPE,HOSPITAL INFANTA LEONOR,4062,6,1,2124,Hospital Infanta Leonor                           ,Hospital Infanta Leonor (Consultas Externas)           ,447559.0,4471158.0
481,2025-09-29,2999-12-31 23:59:59,H1,SIERRA DE GUADALUPE,HOSPITAL INFANTA LEONOR,4062,1,2,0,Hospital Infanta Leonor                           ,Hospital Infanta Leonor (Consultas Externas)           ,447559.0,4471158.0
481,2025-09-29,2999-12-31 23:59:59,H1,SIERRA DE GUADALUPE,HOSPITAL INFANTA LEONOR,4063,2,2,258,Hospital Infanta Leonor-Urgencias                 ,Hospital Infanta Leonor (Urgencias)                    ,447806.5,4471091.5
481,2025-09-29,2999-12-31 23:59:59,H1,SIERRA DE GUADALUPE,HOSPITAL INFANTA LEONOR,51212,3,2,1555,Sierra Guadalupe                                  ,Av. Democracia S/N (antes interc. C/ S. Guadalupe)     ,447046.40625,4470597.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,72,1,1,0,Cibeles-Casa de América                           ,"Pº de Recoletos, 2 (Pza. de Cibeles)                   ",441392.1875,4474842.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,65,2,1,414,Biblioteca Nacional                               ,"Pº de Recoletos, 22 (Biblioteca Nacional)              ",441533.0,4475232.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,66,3,1,675,Colón                                             ,"Pº de la Castellana, 2 (Pza. de Colón)                 ",441589.84375,4475481.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,62,4,1,1039,Castellana-Ministerio Interior                    ,"Pº de la Castellana, 20                                ",441660.625,4475828.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,60,5,1,1494,Castellana-Rubén Darío                            ,"Pº de la Castellana, 40                                ",441748.46875,4476270.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5333,6,1,1795,Emilio Castelar                                   ,"Pº de la Castellana, 52                                ",441713.40625,4476557.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,51242,7,1,2244,María de Molina-Serrano                           ,"María de Molina, 8                                     ",441733.8125,4476781.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,430,8,1,2818,Velázquez-López de Hoyos                          ,"Velázquez, 136                                         ",442209.0,4476996.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,432,9,1,3193,Velázquez-Rodríguez Marín                         ,"Velázquez, 150                                         ",442229.0,4477371.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,418,10,1,3532,Doctor Arce                                       ,"Av. Doctor Arce, 10                                    ",442263.0,4477704.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,416,11,1,3737,Santa Gema                                        ,"Av. Doctor Arce, 26                                    ",442407.0,4477842.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,414,12,1,4122,Plaza de Cataluña                                 ,"Príncipe de Vergara, 204                               ",442649.0,4478079.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,515,13,1,4601,Príncipe de Vergara-Serrano                       ,"Príncipe de Vergara, 248                               ",442690.0,4478556.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,439,14,1,5072,Colombia                                          ,"Príncipe de Vergara, 268 (Colombia)                    ",442738.0,4479024.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,112,15,1,5383,Plaza del Perú                                    ,"Av. de Pío XII, 2 (Pza. del Perú)                      ",442766.0,4479333.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,115,16,1,5566,Pío XII                                           ,Av. Pío XII frente al Nº 21                            ,442795.3125,4479513.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,117,17,1,5908,Pío XII-Comandante Franco                         ,"Av. Pío XII, 18 con C/ Comandante Franco               ",442853.0,4479849.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,210,18,1,6279,Caidos División Azul                              ,"Caídos de la División Azul, 24                         ",443078.0,4479957.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,214,19,1,6917,Arturo Soria-Añastro                              ,"Arturo Soria, 250                                      ",443652.0,4480068.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,497,20,1,7330,Arturo Soria-Julio Dánvila                        ,"Arturo Soria, 272                                      ",443571.0,4480472.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,501,21,1,7878,San Luis-Arturo Soria                             ,Av. de San Luís S/N con C/ Arturo Soria                ,443510.0625,4480947.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,503,22,1,8056,San Luis-Mesena                                   ,Av. de San Luís con C/ Mesena                          ,443670.0,4480867.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,505,23,1,8360,San Luis-Almanzora                                ,"Cuevas de Almanzora, frente al Nº 5                    ",443915.0,4480770.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,507,24,1,8619,Almanzora-Bacares                                 ,Cuevas de Almanzora frente al Nº 113                   ,444098.0,4480953.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,508,25,1,8847,Almanzora                                         ,"Cuevas de Almanzora, 18                                ",444266.0,4481107.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,3250,26,1,9268,Mojácar                                           ,Cuevas de Almanzora con C/ Fondón                      ,444423.71875,4481489.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,3248,27,1,9553,Roquetas de Mar                                   ,Roquetas de Mar frente al Nº 19                        ,444208.0,4481628.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,3246,28,1,9808,Jazmín-Golfo de Salónica                          ,"Jazmín, 39                                             ",443969.0,4481720.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5661,29,1,10580,Ingeniero Herrera-Fuente de la Mora               ,Av. Ingeniero Emilio Herrera con Príncipe Carlos       ,444180.40625,4482143.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5404,30,1,10833,Metro Virgen del Cortijo                          ,"Av. Manoteras S/N, frente B.O.E.                       ",444113.0,4482269.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5405,31,1,11024,Avenida de Manoteras-Fuente de la Mora            ,Av. Manoteras S/N con C/ Fuente de la Mora             ,443926.0,4482307.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5657,32,1,11244,Virgen del Cortijo                                ,Av. Manoteras S/N frente al Nº 32                      ,443709.3125,4482349.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5409,33,1,11584,Avenida de Manoteras-Oña                          ,Av. Manoteras frente al Nº 12                          ,443377.0,4482418.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,3603,34,1,12861,Pi y Margall-Ana de Austria                       ,Av. Francisco Pi y Margall con C/ Ana de Austria       ,443760.96875,4483000.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,3605,35,1,13183,Pi y Margall-Isabel de Valois                     ,"Av. Fco. Pi y Margall, frente 90-102  con Av. I. Valois",444009.8125,4482791.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5926,36,1,13697,Ana de Austria-Princesa de Éboli                  ,"Ana de Austria, 24.                                    ",444328.90625,4482931.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5943,37,1,14307,Niceto Alcalá Zamora-Ana de Austria               ,"Av.Niceto Alcalá Zamora, 75                            ",444719.21875,4483329.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,4220,38,1,15069,Ingeniero Herrera-Príncipe Carlos                 ,"Av.Ingeniero Emilio Herrera, 23-35                     ",444792.625,4482791.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,4221,39,1,15475,Álvarez de Villaamil                              ,Príncipe Carlos frente a C/ Alc. Alvarez de Villaamil  ,444887.6875,4482493.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5397,40,1,15841,Pi y Margall-Príncipe Carlos                      ,"Av. Francisco Pi y Margall, 33 (Con C/ Ppe. Carlos)    ",444951.3125,4482193.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5399,41,1,16139,Pi y Margall-Alcalá Zamora                        ,Av. Francisco Pi y Margall con Av. Niceto Alcalá Zamora,445224.25,4482077.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5401,42,1,16318,Sanchinarro                                       ,Av. Niceto Alcalá Zamora con Av. Francisco Pi y Margall,445311.1875,4482106.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5401,1,2,0,Sanchinarro                                       ,Av. Niceto Alcalá Zamora con Av. Francisco Pi y Margall,445311.1875,4482106.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5398,2,2,379,Pi y Margall-Príncipe Carlos                      ,"Av.Francisco Pi Margall con C/ Príncipe Carlos, S/N    ",444958.59375,4482228.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5402,3,2,738,Alcalde Moreno Torres                             ,Av. Pi Margall s/n con Pza. Alcalde Moreno Torres      ,444629.0625,4482368.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5403,4,2,1202,Ingeniero Herrera-Moreno Torres                   ,Av. Ingeniero Emilio Herrera con Pza. Alcalde Moreno To,444384.40625,4482333.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,139,5,2,2130,Arturo Soria-M11                                  ,"Arturo Soria, 337                                      ",443752.0,4481736.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,137,6,2,2436,Pinar de Chamartín                                ,"Arturo Soria, 329                                      ",443554.0,4481502.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,4935,7,2,2765,Arturo Soria-Caleruega                            ,"Arturo Soria, 301                                      ",443402.875,4481212.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,513,8,2,3075,Cuartel de la Marina                              ,"Arturo Soria, 291                                      ",443447.0,4480904.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,498,9,2,3534,Arturo Soria-Julio Dánvila                        ,"Arturo Soria, 281                                      ",443533.0,4480453.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,1836,10,2,3919,Arturo Soria-Añastro                              ,"Arturo Soria, 257                                      ",443614.0,4480077.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,211,11,2,4547,Caidos División Azul                              ,Caídos de la División Azul frente al Nº 22             ,443076.0,4479991.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,116,12,2,4968,Pío XII-Comandante Franco                         ,"Av. Pío XII, 49                                        ",442820.6875,4479808.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,114,13,2,5261,Pío XII                                           ,"Av. Pío XII, 21                                        ",442771.125,4479519.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,4831,14,2,5619,República Dominicana                              ,"Príncipe de Vergara, 285                               ",442713.0,4479166.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,440,15,2,5823,Colombia                                          ,"Príncipe de Vergara, 269                               ",442692.0,4478963.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,438,16,2,6229,Príncipe de Vergara-Serrano                       ,"Serrano, 215                                           ",442567.0,4478614.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,436,17,2,6573,Hospital San Rafael                               ,Serrano frente al Nº 218                               ,442337.0,4478374.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,441,18,2,6844,Segre                                             ,"Serrano, 183                                           ",442223.0,4478128.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,442,19,2,7100,Guadiana                                          ,"Serrano, 161                                           ",442112.0,4477897.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,443,20,2,7540,República Argentina                               ,"Serrano, 143                                           ",441942.0,4477519.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,444,21,2,7758,Ramiro de Maeztu                                  ,"Serrano, 127                                           ",441921.0,4477302.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,446,22,2,8222,Serrano-María de Molina                           ,"Serrano, 97                                            ",441892.0,4476838.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,57,23,2,9098,Emilio Castelar                                   ,"Pº de la Castellana, 41(Gta. Emilio Castelar)          ",441649.25,4476466.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,59,24,2,9329,Castellana-Rubén Darío                            ,"Pº de la Castellana, 33                                ",441686.0,4476245.0
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,61,25,2,9767,Castellana-Ministerio Interior                    ,"Pº de la Castellana, 21                                ",441598.875,4475818.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,63,26,2,10137,Colón                                             ,"Pº de la Castellana, 1 (Pza. de Colón)                 ",441525.9375,4475456.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,5626,27,2,10376,Biblioteca Nacional                               ,"Pº de Recoletos, 37                                    ",441494.78125,4475260.5
501,2026-07-24,2999-12-31 23:59:59,N1,PLAZA DE CIBELES,SANCHINARRO,72,28,2,11199,Cibeles-Casa de América                           ,"Pº de Recoletos, 2 (Pza. de Cibeles)                   ",441392.1875,4474842.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,5727,1,1,0,Cibeles                                           ,"Pº del Prado, 1                                        ",441347.84375,4474653.5
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,5580,2,1,552,Alcalá-Puerta de Alcalá                           ,"Alcalá, S/N, frente al Nº 73                           ",441791.1875,4474820.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,751,3,1,1175,Escuelas Aguirre-Casa Árabe                       ,"Alcalá, 70                                             ",442353.53125,4475068.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2227,4,1,1528,Príncipe de Vergara-Goya                          ,"Príncipe de Vergara, 24                                ",442426.0,4475401.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2229,5,1,1802,Príncipe de Vergara-Ayala                         ,"Príncipe de Vergara, 42                                ",442451.0,4475674.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,4052,6,1,2253,Marqués de Salamanca                              ,"Príncipe de Vergara, 56                                ",442478.5625,4476123.5
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2233,7,1,2550,Príncipe de Vergara-Diego de León                 ,"Príncipe de Vergara, 74                                ",442497.0,4476378.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2235,8,1,2921,Príncipe de Vergara-María de Molina               ,"Príncipe de Vergara, 102                               ",442529.0,4476790.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2009,9,1,3361,López de Hoyos-Príncipe de Vergara                ,"López de Hoyos, 66                                     ",442597.125,4477193.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2011,10,1,3623,López de Hoyos-Cartagena                          ,"López de Hoyos, 94                                     ",442808.9375,4477345.5
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2013,11,1,3815,Prosperidad                                       ,"López de Hoyos, 116                                    ",442943.9375,4477482.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2015,12,1,4053,López de Hoyos-Cardenal Silíceo                   ,"López de Hoyos, 146                                    ",443129.125,4477630.5
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2017,13,1,4303,López de Hoyos-Pantoja                            ,"López de Hoyos, 170                                    ",443317.5,4477794.5
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2020,14,1,4538,Metro Alfonso XIII                                ,López de Hoyos frente al Nº 153                        ,443492.3125,4477950.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,4721,15,1,4827,López de Hoyos-Padre Claret                       ,"López de Hoyos, 220                                    ",443707.15625,4478143.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2022,16,1,5066,Padre Claret-Ramón y Cajal                        ,Padre Claret con Av. Ramón y Cajal                     ,443690.875,4478369.5
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,408,17,1,5479,Avenida de la Paz                                 ,Av Ramón y Cajal fte al Nº 107 con Av. de la Paz       ,444045.0,4478511.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2024,18,1,5909,López de Hoyos-Clínica San Juan de Dios           ,"López de Hoyos, 336                                    ",444078.40625,4478875.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2026,19,1,6250,López de Hoyos-Arturo Soria                       ,"López de Hoyos, 370                                    ",444187.15625,4479198.5
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2029,20,1,6751,Junta Municipal de Hortaleza                      ,López de Hoyos con Ctra. de Canillas frente al Nº 327  ,444383.0,4479632.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2033,21,1,7371,López de Hoyos-Gran Vía de Hortaleza              ,"López de Hoyos, 454                                    ",444736.0,4480100.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2035,22,1,7684,López de Hoyos-Ángel Luis Herrán                  ,"López de Hoyos, 466                                    ",444910.0,4480356.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2037,23,1,7930,Santos de la Humosa                               ,"López de Hoyos, 480                                    ",445048.0,4480559.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,1846,24,1,8143,Mar Caspio                                        ,Mar Caspio S/N con Pza. Santos de la Humosa            ,445180.25,4480716.5
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2734,25,1,8418,Mar Caspio-Mar Negro                              ,"Mar Caspio, 4 (Gasolinera)                             ",445445.90625,4480719.5
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2736,26,1,8932,Glorieta Charala                                  ,Av. Bucaramanga S/N con Gta. Charala                   ,445915.0,4480598.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2742,27,1,9333,Manizales                                         ,Manizales frente al Nº 3                               ,446140.90625,4480790.0
502,2026-07-13,2999-12-31 23:59:59,N2,PLAZA DE CIBELES,VALDEBEBAS,2744,28,1,9597,San Lorenzo                                       ,Celio Villalba frente al Nº 2 con C/ Barranquilla      ,445945.0,4480889.0
